"Date","Price","Open","High","Low","Change %"
"Oct 18, 2010","1.5906","1.5994","1.5996","1.5838","-0.53"
"Oct 15, 2010","1.5991","1.5987","1.6106","1.5976","0.03"
"Oct 14, 2010","1.5987","1.5933","1.6066","1.5933","0.34"
"Oct 13, 2010","1.5933","1.5803","1.5938","1.5775","0.82"
"Oct 12, 2010","1.5803","1.5876","1.5918","1.5756","-0.46"
"Oct 11, 2010","1.5876","1.5958","1.5963","1.5869","-0.54"
"Oct 08, 2010","1.5962","1.5878","1.5965","1.5823","0.53"
"Oct 07, 2010","1.5878","1.5865","1.6018","1.5828","0.08"
"Oct 06, 2010","1.5865","1.5912","1.5940","1.5834","-0.30"
"Oct 05, 2010","1.5912","1.5808","1.5931","1.5754","0.66"
"Oct 04, 2010","1.5808","1.5820","1.5870","1.5750","-0.08"
"Oct 01, 2010","1.5821","1.5732","1.5873","1.5704","0.57"
"Sep 30, 2010","1.5732","1.5804","1.5922","1.5670","-0.46"
"Sep 29, 2010","1.5804","1.5807","1.5874","1.5762","-0.02"
"Sep 28, 2010","1.5807","1.5810","1.5896","1.5720","-0.02"
"Sep 27, 2010","1.5810","1.5828","1.5868","1.5788","-0.09"
"Sep 24, 2010","1.5825","1.5661","1.5844","1.5642","1.05"
"Sep 23, 2010","1.5661","1.5642","1.5741","1.5613","0.12"
"Sep 22, 2010","1.5642","1.5632","1.5716","1.5607","0.06"
"Sep 21, 2010","1.5632","1.5550","1.5641","1.5505","0.53"
"Sep 20, 2010","1.5550","1.5642","1.5687","1.5538","-0.52"
"Sep 17, 2010","1.5631","1.5604","1.5729","1.5596","0.17"
"Sep 16, 2010","1.5604","1.5636","1.5649","1.5539","-0.20"
"Sep 15, 2010","1.5636","1.5538","1.5652","1.5450","0.63"
"Sep 14, 2010","1.5538","1.5384","1.5588","1.5349","1.00"
"Sep 13, 2010","1.5384","1.5398","1.5489","1.5384","0.18"
"Sep 10, 2010","1.5356","1.5414","1.5467","1.5346","-0.38"
"Sep 09, 2010","1.5414","1.5474","1.5476","1.5376","-0.39"
"Sep 08, 2010","1.5474","1.5352","1.5533","1.5351","0.79"
"Sep 07, 2010","1.5352","1.5361","1.5426","1.5296","-0.06"
"Sep 06, 2010","1.5361","1.5452","1.5490","1.5348","-0.59"
"Sep 03, 2010","1.5452","1.5392","1.5470","1.5390","0.39"
"Sep 02, 2010","1.5392","1.5446","1.5452","1.5350","-0.35"
"Sep 01, 2010","1.5446","1.5341","1.5490","1.5337","0.68"
"Aug 31, 2010","1.5341","1.5474","1.5474","1.5328","-0.86"
"Aug 30, 2010","1.5474","1.5539","1.5576","1.5456","-0.35"
"Aug 27, 2010","1.5529","1.5520","1.5539","1.5443","0.06"
"Aug 26, 2010","1.5520","1.5476","1.5598","1.5469","0.28"
"Aug 25, 2010","1.5476","1.5407","1.5481","1.5390","0.45"
"Aug 24, 2010","1.5407","1.5492","1.5506","1.5372","-0.55"
"Aug 23, 2010","1.5492","1.5554","1.5618","1.5485","-0.28"
"Aug 20, 2010","1.5536","1.5574","1.5595","1.5466","-0.24"
"Aug 19, 2010","1.5574","1.5561","1.5672","1.5510","0.08"
"Aug 18, 2010","1.5561","1.5572","1.5688","1.5498","-0.07"
"Aug 17, 2010","1.5572","1.5650","1.5696","1.5552","-0.50"
"Aug 16, 2010","1.5650","1.5584","1.5702","1.5536","0.36"
"Aug 13, 2010","1.5594","1.5594","1.5678","1.5572","0.00"
"Aug 12, 2010","1.5594","1.5638","1.5714","1.5562","-0.28"
"Aug 11, 2010","1.5638","1.5814","1.5834","1.5616","-1.11"
"Aug 10, 2010","1.5814","1.5901","1.5909","1.5711","-0.55"
"Aug 09, 2010","1.5901","1.5963","1.5994","1.5891","-0.23"
"Aug 06, 2010","1.5938","1.5876","1.5998","1.5841","0.39"
"Aug 05, 2010","1.5876","1.5886","1.5923","1.5821","-0.06"
"Aug 04, 2010","1.5886","1.5940","1.5964","1.5856","-0.34"
"Aug 03, 2010","1.5940","1.5888","1.5967","1.5861","0.33"
"Aug 02, 2010","1.5888","1.5711","1.5908","1.5700","1.23"
"Jul 30, 2010","1.5695","1.5602","1.5722","1.5552","0.54"
"Jul 29, 2010","1.5611","1.5587","1.5664","1.5578","0.12"
"Jul 28, 2010","1.5592","1.5592","1.5640","1.5543","0.01"
"Jul 27, 2010","1.5590","1.5479","1.5601","1.5443","0.72"
"Jul 26, 2010","1.5479","1.5442","1.5520","1.5420","0.32"
"Jul 23, 2010","1.5429","1.5285","1.5450","1.5258","0.94"
"Jul 22, 2010","1.5285","1.5186","1.5296","1.5150","0.65"
"Jul 21, 2010","1.5186","1.5290","1.5334","1.5126","-0.68"
"Jul 20, 2010","1.5290","1.5220","1.5310","1.5154","0.46"
"Jul 19, 2010","1.5220","1.5292","1.5352","1.5204","-0.56"
"Jul 16, 2010","1.5305","1.5425","1.5447","1.5278","-0.78"
"Jul 15, 2010","1.5425","1.5259","1.5472","1.5237","1.09"
"Jul 14, 2010","1.5259","1.5200","1.5297","1.5188","0.39"
"Jul 13, 2010","1.5200","1.5030","1.5200","1.4966","1.13"
"Jul 12, 2010","1.5030","1.5028","1.5085","1.4950","-0.22"
"Jul 09, 2010","1.5063","1.5154","1.5205","1.5052","-0.60"
"Jul 08, 2010","1.5154","1.5188","1.5241","1.5104","-0.22"
"Jul 07, 2010","1.5188","1.5156","1.5218","1.5082","0.21"
"Jul 06, 2010","1.5156","1.5096","1.5225","1.5082","0.40"
"Jul 05, 2010","1.5096","1.5190","1.5200","1.5090","-0.71"
"Jul 02, 2010","1.5204","1.5163","1.5227","1.5152","0.27"
"Jul 01, 2010","1.5163","1.4958","1.5190","1.4874","1.37"
"Jun 30, 2010","1.4958","1.5056","1.5074","1.4932","-0.65"
"Jun 29, 2010","1.5056","1.5105","1.5120","1.5012","-0.32"
"Jun 28, 2010","1.5105","1.5045","1.5128","1.5018","0.29"
"Jun 25, 2010","1.5061","1.4930","1.5077","1.4857","0.88"
"Jun 24, 2010","1.4930","1.4972","1.5011","1.4916","-0.28"
"Jun 23, 2010","1.4972","1.4810","1.4972","1.4804","1.09"
"Jun 22, 2010","1.4810","1.4764","1.4859","1.4688","0.31"
"Jun 21, 2010","1.4764","1.4838","1.4937","1.4739","-0.41"
"Jun 18, 2010","1.4825","1.4813","1.4886","1.4772","0.08"
"Jun 17, 2010","1.4813","1.4710","1.4838","1.4646","0.70"
"Jun 16, 2010","1.4710","1.4800","1.4856","1.4706","-0.61"
"Jun 15, 2010","1.4800","1.4736","1.4837","1.4683","0.43"
"Jun 14, 2010","1.4736","1.4614","1.4809","1.4571","1.27"
"Jun 11, 2010","1.4551","1.4726","1.4760","1.4505","-1.19"
"Jun 10, 2010","1.4726","1.4548","1.4728","1.4510","1.22"
"Jun 09, 2010","1.4548","1.4446","1.4608","1.4404","0.71"
"Jun 08, 2010","1.4446","1.4475","1.4530","1.4346","-0.20"
"Jun 07, 2010","1.4475","1.4426","1.4562","1.4388","0.15"
"Jun 04, 2010","1.4454","1.4643","1.4682","1.4454","-1.29"
"Jun 03, 2010","1.4643","1.4670","1.4744","1.4587","-0.18"
"Jun 02, 2010","1.4670","1.4667","1.4770","1.4553","0.02"
"Jun 01, 2010","1.4667","1.4508","1.4723","1.4440","1.10"
"May 31, 2010","1.4508","1.4462","1.4549","1.4428","0.35"
"May 28, 2010","1.4457","1.4568","1.4611","1.4434","-0.76"
"May 27, 2010","1.4568","1.4393","1.4608","1.4381","1.22"
"May 26, 2010","1.4393","1.4391","1.4444","1.4330","0.01"
"May 25, 2010","1.4391","1.4388","1.4448","1.4261","0.02"
"May 24, 2010","1.4388","1.4440","1.4528","1.4352","-0.46"
"May 21, 2010","1.4455","1.4396","1.4497","1.4319","0.41"
"May 20, 2010","1.4396","1.4424","1.4461","1.4229","-0.19"
"May 19, 2010","1.4424","1.4258","1.4468","1.4240","1.16"
"May 18, 2010","1.4258","1.4466","1.4521","1.4256","-1.44"
"May 17, 2010","1.4466","1.4479","1.4510","1.4252","-0.47"
"May 14, 2010","1.4534","1.4592","1.4640","1.4496","-0.40"
"May 13, 2010","1.4592","1.4848","1.4918","1.4572","-1.72"
"May 12, 2010","1.4848","1.4954","1.5045","1.4820","-0.71"
"May 11, 2010","1.4954","1.4836","1.5005","1.4721","0.80"
"May 10, 2010","1.4836","1.4807","1.5054","1.4790","0.22"
"May 07, 2010","1.4804","1.4898","1.4935","1.4477","-0.63"
"May 06, 2010","1.4898","1.5098","1.5148","1.4712","-1.32"
"May 05, 2010","1.5098","1.5135","1.5174","1.5068","-0.24"
"May 04, 2010","1.5135","1.5243","1.5266","1.5090","-0.71"
"May 03, 2010","1.5243","1.5303","1.5310","1.5212","-0.18"
"Apr 30, 2010","1.5270","1.5344","1.5390","1.5254","-0.48"
"Apr 29, 2010","1.5344","1.5192","1.5365","1.5144","1.00"
"Apr 28, 2010","1.5192","1.5260","1.5288","1.5126","-0.45"
"Apr 27, 2010","1.5260","1.5476","1.5478","1.5226","-1.40"
"Apr 26, 2010","1.5476","1.5386","1.5498","1.5386","0.64"
"Apr 23, 2010","1.5377","1.5341","1.5398","1.5296","0.23"
"Apr 22, 2010","1.5341","1.5414","1.5474","1.5321","-0.47"
"Apr 21, 2010","1.5414","1.5362","1.5439","1.5332","0.34"
"Apr 20, 2010","1.5362","1.5332","1.5434","1.5290","0.20"
"Apr 19, 2010","1.5332","1.5286","1.5343","1.5192","-0.20"
"Apr 16, 2010","1.5363","1.5460","1.5474","1.5361","-0.63"
"Apr 15, 2010","1.5460","1.5476","1.5523","1.5387","-0.10"
"Apr 14, 2010","1.5476","1.5379","1.5491","1.5377","0.63"
"Apr 13, 2010","1.5379","1.5368","1.5450","1.5336","0.07"
"Apr 12, 2010","1.5368","1.5437","1.5487","1.5352","-0.03"
"Apr 09, 2010","1.5372","1.5296","1.5392","1.5268","0.50"
"Apr 08, 2010","1.5296","1.5223","1.5305","1.5142","0.48"
"Apr 07, 2010","1.5223","1.5236","1.5287","1.5138","-0.09"
"Apr 06, 2010","1.5236","1.5283","1.5283","1.5130","-0.31"
"Apr 05, 2010","1.5283","1.5258","1.5320","1.5224","0.49"
"Apr 02, 2010","1.5209","1.5294","1.5294","1.5183","-0.56"
"Apr 01, 2010","1.5294","1.5196","1.5299","1.5180","0.64"
"Mar 31, 2010","1.5196","1.5086","1.5205","1.5044","0.73"
"Mar 30, 2010","1.5086","1.4990","1.5127","1.4975","0.64"
"Mar 29, 2010","1.4990","1.4913","1.5019","1.4892","0.62"
"Mar 26, 2010","1.4898","1.4848","1.4924","1.4811","0.34"
"Mar 25, 2010","1.4848","1.4897","1.5008","1.4800","-0.33"
"Mar 24, 2010","1.4897","1.5021","1.5036","1.4855","-0.83"
"Mar 23, 2010","1.5021","1.5110","1.5112","1.4972","-0.59"
"Mar 22, 2010","1.5110","1.4994","1.5112","1.4932","0.64"
"Mar 19, 2010","1.5014","1.5252","1.5256","1.4990","-1.56"
"Mar 18, 2010","1.5252","1.5314","1.5329","1.5217","-0.40"
"Mar 17, 2010","1.5314","1.5236","1.5381","1.5210","0.51"
"Mar 16, 2010","1.5236","1.5046","1.5259","1.4977","1.26"
"Mar 15, 2010","1.5046","1.5196","1.5208","1.5019","-1.05"
"Mar 12, 2010","1.5205","1.5066","1.5218","1.5028","0.92"
"Mar 11, 2010","1.5066","1.4966","1.5088","1.4946","0.67"
"Mar 10, 2010","1.4966","1.5014","1.5015","1.4873","-0.31"
"Mar 09, 2010","1.5013","1.5043","1.5045","1.4935","-0.21"
"Mar 08, 2010","1.5044","1.5143","1.5196","1.5035","-0.59"
"Mar 05, 2010","1.5134","1.5030","1.5167","1.4993","0.69"
"Mar 04, 2010","1.5030","1.5100","1.5136","1.5006","-0.48"
"Mar 03, 2010","1.5102","1.5023","1.5131","1.4977","0.53"
"Mar 02, 2010","1.5023","1.4972","1.5032","1.4855","0.34"
"Mar 01, 2010","1.4972","1.5181","1.5204","1.4784","-1.76"
"Feb 26, 2010","1.5241","1.5240","1.5318","1.5152","0.01"
"Feb 25, 2010","1.5240","1.5416","1.5422","1.5190","-1.13"
"Feb 24, 2010","1.5414","1.5445","1.5476","1.5387","-0.19"
"Feb 23, 2010","1.5444","1.5501","1.5576","1.5394","-0.37"
"Feb 22, 2010","1.5501","1.5469","1.5521","1.5449","0.19"
"Feb 19, 2010","1.5472","1.5429","1.5477","1.5348","0.28"
"Feb 18, 2010","1.5429","1.5680","1.5688","1.5408","-1.59"
"Feb 17, 2010","1.5679","1.5784","1.5816","1.5667","-0.67"
"Feb 16, 2010","1.5785","1.5666","1.5796","1.5629","0.78"
"Feb 15, 2010","1.5663","1.5670","1.5721","1.5612","-0.23"
"Feb 12, 2010","1.5699","1.5718","1.5730","1.5581","0.02"
"Feb 11, 2010","1.5696","1.5609","1.5718","1.5560","0.56"
"Feb 10, 2010","1.5609","1.5692","1.5765","1.5572","-0.54"
"Feb 09, 2010","1.5694","1.5574","1.5748","1.5562","0.78"
"Feb 08, 2010","1.5572","1.5598","1.5660","1.5536","-0.43"
"Feb 05, 2010","1.5640","1.5767","1.5776","1.5559","-0.81"
"Feb 04, 2010","1.5767","1.5913","1.5918","1.5732","-0.92"
"Feb 03, 2010","1.5914","1.5990","1.6070","1.5876","-0.47"
"Feb 02, 2010","1.5989","1.5943","1.5996","1.5903","0.26"
"Feb 01, 2010","1.5947","1.5973","1.5980","1.5851","-0.25"
"Jan 29, 2010","1.5987","1.6142","1.6180","1.5981","-0.97"
"Jan 28, 2010","1.6143","1.6176","1.6276","1.6114","-0.20"
"Jan 27, 2010","1.6176","1.6143","1.6244","1.6107","0.20"
"Jan 26, 2010","1.6144","1.6246","1.6268","1.6095","-0.65"
"Jan 25, 2010","1.6250","1.6116","1.6261","1.6096","0.85"
"Jan 22, 2010","1.6113","1.6199","1.6284","1.6078","-0.54"
"Jan 21, 2010","1.6200","1.6304","1.6309","1.6126","-0.63"
"Jan 20, 2010","1.6302","1.6361","1.6370","1.6244","-0.35"
"Jan 19, 2010","1.6359","1.6352","1.6458","1.6313","0.04"
"Jan 18, 2010","1.6353","1.6289","1.6378","1.6251","0.56"
"Jan 15, 2010","1.6262","1.6335","1.6356","1.6211","-0.45"
"Jan 14, 2010","1.6336","1.6282","1.6347","1.6249","0.33"
"Jan 13, 2010","1.6283","1.6153","1.6307","1.6136","0.82"
"Jan 12, 2010","1.6151","1.6111","1.6195","1.6062","0.24"
"Jan 11, 2010","1.6113","1.6082","1.6194","1.6064","0.57"
"Jan 08, 2010","1.6021","1.5934","1.6111","1.5916","0.55"
"Jan 07, 2010","1.5933","1.6022","1.6058","1.5896","-0.54"
"Jan 06, 2010","1.6020","1.5991","1.6065","1.5938","0.18"
"Jan 05, 2010","1.5991","1.6112","1.6155","1.5965","-0.76"
"Jan 04, 2010","1.6113","1.6140","1.6242","1.6058","-0.33"
"Jan 01, 2010","1.6167","1.6167","1.6167","1.6167","0.00"
"Dec 31, 2009","1.6167","1.6076","1.6236","1.6050","0.59"
"Dec 30, 2009","1.6072","1.5900","1.6094","1.5834","1.05"
"Dec 29, 2009","1.5905","1.6000","1.6068","1.5880","-0.59"
"Dec 28, 2009","1.6000","1.5951","1.6016","1.5934","0.30"
"Dec 25, 2009","1.5952","1.5952","1.5952","1.5952","-0.02"
"Dec 24, 2009","1.5955","1.5964","1.6022","1.5929","-0.06"
"Dec 23, 2009","1.5964","1.5971","1.5994","1.5925","-0.04"
"Dec 22, 2009","1.5971","1.6054","1.6100","1.5921","-0.52"
"Dec 21, 2009","1.6055","1.6128","1.6165","1.6031","-0.68"
"Dec 18, 2009","1.6165","1.6161","1.6247","1.6053","0.02"
"Dec 17, 2009","1.6161","1.6325","1.6334","1.6080","-1.02"
"Dec 16, 2009","1.6328","1.6265","1.6411","1.6233","0.37"
"Dec 15, 2009","1.6268","1.6311","1.6320","1.6205","-0.27"
"Dec 14, 2009","1.6312","1.6227","1.6326","1.6191","0.33"
"Dec 11, 2009","1.6259","1.6277","1.6340","1.6198","-0.12"
"Dec 10, 2009","1.6278","1.6280","1.6347","1.6216","-0.01"
"Dec 09, 2009","1.6280","1.6244","1.6376","1.6167","0.25"
"Dec 08, 2009","1.6240","1.6464","1.6478","1.6225","-1.36"
"Dec 07, 2009","1.6464","1.6474","1.6517","1.6314","-0.07"
"Dec 04, 2009","1.6476","1.6554","1.6666","1.6424","-0.48"
"Dec 03, 2009","1.6555","1.6662","1.6720","1.6530","-0.64"
"Dec 02, 2009","1.6662","1.6623","1.6696","1.6551","0.24"
"Dec 01, 2009","1.6622","1.6455","1.6647","1.6393","1.01"
"Nov 30, 2009","1.6455","1.6501","1.6594","1.6381","-0.23"
"Nov 27, 2009","1.6493","1.6434","1.6511","1.6272","0.37"
"Nov 26, 2009","1.6433","1.6704","1.6726","1.6416","-1.62"
"Nov 25, 2009","1.6704","1.6582","1.6746","1.6582","0.74"
"Nov 24, 2009","1.6581","1.6607","1.6608","1.6498","-0.14"
"Nov 23, 2009","1.6605","1.6503","1.6648","1.6500","0.63"
"Nov 20, 2009","1.6501","1.6654","1.6676","1.6464","-0.92"
"Nov 19, 2009","1.6655","1.6740","1.6740","1.6607","-0.51"
"Nov 18, 2009","1.6740","1.6822","1.6846","1.6715","-0.50"
"Nov 17, 2009","1.6824","1.6836","1.6873","1.6757","-0.10"
"Nov 16, 2009","1.6840","1.6728","1.6878","1.6670","0.97"
